diet_id,user_id,meal_type,food_items,calories_intake,meal_date,name,age,gender,email,region_id,region_name
828,828,Lunch,"Idli, French Fries, Kadhi Pakora, Greek Salad, Muesli",259,2025-06-13,Cynthia Wright,32,F,glennchelsea@example.org,770,"North Alexander, Georgia"
829,829,Breakfast,"Coffee, Palak Paneer, Chicken Wrap, Tom Yum Soup",715,2025-06-06,Christine Smith,70,F,hudsonalison@example.org,995,"Rossmouth, Brazil"
830,830,Snack,"Burrito, Sushi, Pho, Ramen, Masala Dosa",648,2025-06-13,James Oneal,55,Other,onavarro@example.net,719,"West Michelleberg, Uruguay"
831,831,Dinner,"Cereal, Pad Thai, Bibimbap",788,2025-05-17,Brian Padilla,44,Other,ocrawford@example.com,953,"Benitezmouth, Guam"
832,832,Lunch,"Chicken Curry, Rajma Chawal, Kadhi Pakora",683,2025-05-28,Mrs. Amy Roberts,18,M,qgay@example.org,908,"Larryfort, Guadeloupe"
833,833,Breakfast,"Idli, Nachos, Vada",758,2025-05-27,Yvonne Chase,50,F,coopercraig@example.org,59,"East Richard, Bermuda"
834,834,Dinner,"Protein Shake, Chicken Curry, Aloo Paratha, Green Curry",850,2025-05-27,Summer Chung,36,Other,justinhinton@example.net,52,"Gomezchester, Palestinian Territory"
835,835,Lunch,"Spaghetti Bolognese, Yogurt, Beef Steak, Biryani, Lassi",529,2025-05-25,Amanda Morton,32,Other,justinhuffman@example.net,880,"North Jamieport, Cook Islands"
836,836,Lunch,"Greek Salad, Nachos, Tom Yum Soup",172,2025-05-26,Natasha Allison,45,F,gdavis@example.org,848,"Brianberg, Uruguay"
837,837,Breakfast,"Scrambled Egg, Quesadilla, Biryani, Lamb Chops",128,2025-06-08,Jasmine Montoya,20,M,ejones@example.net,989,"Port Benjamin, Suriname"
838,838,Dinner,"Yogurt, Pav Bhaji",354,2025-06-14,Nicholas Alvarez,39,Other,wboone@example.net,687,"Port Monicaburgh, Morocco"
839,839,Lunch,"Grilled Chicken, Hakka Noodles",414,2025-06-13,Michael Mullins,38,F,mathewsjennifer@example.com,309,"Claudiashire, Brunei Darussalam"
840,840,Breakfast,"Poha, Burger, Burrito, Butter Naan, Cereal",827,2025-05-28,Kelly Davis,64,M,keithbishop@example.net,218,"Port Richardhaven, Gibraltar"
841,841,Dinner,"Buttermilk, Kadhi Pakora, Palak Paneer",368,2025-06-04,Brandi Rosario,45,Other,swansonmark@example.org,274,"Lindamouth, San Marino"
842,842,Lunch,"Kadhi Pakora, Mac and Cheese",1191,2025-05-23,Jose Hutchinson,65,M,brian67@example.com,115,"New Thomas, Peru"
843,843,Lunch,"Beef Steak, Muesli, Pasta Alfredo, Grilled Chicken",202,2025-05-26,Roger Davis,45,F,michael12@example.org,413,"South Morganton, Zimbabwe"
844,844,Lunch,"Lamb Chops, Chicken Curry, Spring Rolls, Caesar Salad",361,2025-06-13,Elizabeth Johnson,45,M,palexander@example.net,741,"Lake Matthewville, Algeria"
845,845,Dinner,"Pav Bhaji, Paneer Butter Masala, Poha, Mutton Rogan Josh",331,2025-06-02,Norman Friedman,30,Other,hawkinsmatthew@example.org,3,"New Roberttown, Saint Vincent and the Grenadines"
846,846,Dinner,"Milkshake, Fried Rice, Manchurian, Dal Tadka",232,2025-05-19,Destiny Calderon,20,M,ryan99@example.net,476,"Wrightville, Ethiopia"
847,847,Snack,"Green Tea, Kadhi Pakora, Chicken Wrap, Smoothie Bowl, Bibimbap",403,2025-05-31,Matthew Williamson,52,Other,franklinhill@example.org,305,"Stephentown, Saint Lucia"
848,848,Snack,"Caesar Salad, Vada, Tom Yum Soup, Nachos",663,2025-06-09,Latoya Smith,22,Other,alexismendoza@example.com,544,"South Kurtfurt, Bahamas"
849,849,Dinner,"Pad Thai, Hot Dog",880,2025-06-06,Darin Bernard,59,Other,edwardpatrick@example.org,431,"Kirkchester, Greece"
850,850,Dinner,"Dal Tadka, Boiled Egg, Kadhi Pakora, Upma",456,2025-05-20,Phillip Walker,56,Other,matajessica@example.org,583,"West Meredith, Dominican Republic"
851,851,Dinner,"Tom Yum Soup, Tempura",614,2025-05-28,James Bailey,21,Other,kristenellison@example.com,35,"East Nathaniel, New Caledonia"
852,852,Snack,"Cereal, Poha, Pho",159,2025-05-26,Mary Nguyen DVM,28,M,qwood@example.org,299,"Laurenville, Bulgaria"
853,853,Lunch,"Sambar Rice, Biryani, Beef Steak",588,2025-05-23,Melissa Hutchinson,65,Other,kdavis@example.com,985,"Port Audreyfort, Benin"
854,854,Dinner,"Bibimbap, Upma, Masala Dosa",713,2025-05-24,Alice Clarke,40,Other,sonyaferrell@example.com,22,"Jasonfort, Turkey"
855,855,Breakfast,"Cereal, Fruit Salad",360,2025-06-11,Shane Houston,64,M,olopez@example.com,950,"South Pamelahaven, Austria"
856,856,Lunch,"Green Tea, Scrambled Egg",409,2025-06-02,Sean Mills,39,Other,cmorrow@example.com,826,"North Christina, Turks and Caicos Islands"
857,857,Snack,"Protein Shake, Mac and Cheese",950,2025-06-10,Benjamin Klein,20,M,michael19@example.net,956,"North Shannonborough, Germany"
858,858,Snack,"Nachos, Upma",125,2025-05-28,Deborah Scott DVM,34,M,walkerfrank@example.com,435,"North Douglas, Haiti"
859,859,Breakfast,"Aloo Paratha, Green Tea, Masala Dosa",280,2025-06-11,Eric Schwartz,38,Other,ramseyjonathan@example.net,898,"Apriltown, Greece"
860,860,Lunch,"Upma, Protein Shake, Pav Bhaji, Green Tea",366,2025-05-17,Tina Lee,63,F,patrick69@example.net,902,"Bakerfort, Turkey"
861,861,Breakfast,"Vada, Muesli, Manchurian, Scrambled Egg",625,2025-05-27,Karen Deleon,56,Other,pmercer@example.org,180,"East Javier, Mauritania"
862,862,Dinner,"Bibimbap, Muesli, Ramen",1087,2025-05-22,Taylor Payne,60,M,justinanderson@example.com,452,"Tannerside, Montserrat"
863,863,Lunch,"Protein Shake, French Fries, Pasta Alfredo",389,2025-05-25,Karl Henry,51,F,estradarodney@example.com,874,"New Pamela, Western Sahara"
864,864,Breakfast,"Pad Thai, Tempura, Beef Steak, Yogurt, Muesli",435,2025-06-08,Rachel Crosby,38,M,cduran@example.org,819,"East Rachelmouth, Angola"
865,865,Dinner,"Cereal, Spaghetti Bolognese, Pad Thai, Nachos",382,2025-05-22,Lauren Beltran,25,F,david34@example.org,175,"West Elizabeth, Puerto Rico"
866,866,Snack,"Cereal, Chole Bhature, Buttermilk, Vada",774,2025-06-12,Carol Vasquez,19,F,hmcbride@example.org,992,"Lake Deborah, Algeria"
867,867,Breakfast,"Mutton Rogan Josh, Tempura",949,2025-06-03,Melissa Guerrero,40,M,jschaefer@example.org,107,"West Ryan, Uzbekistan"
868,868,Dinner,"Upma, Tempura, Biryani, Hot Dog, Yogurt",1121,2025-06-12,Brittany Cannon,62,M,fmarquez@example.org,540,"Morrisbury, Burundi"
869,869,Breakfast,"Hot Dog, Manchurian, Paneer Butter Masala",159,2025-05-17,Ryan Terry MD,43,M,andrearoberts@example.net,874,"New Pamela, Western Sahara"
870,870,Lunch,"Lassi, Greek Salad, Pasta Alfredo, Yogurt, Tacos",462,2025-05-18,John Sanchez,32,F,danielle29@example.com,43,"Lake Larry, Saudi Arabia"
871,871,Breakfast,"Lemon Rice, Poha, Pho, Chicken Wrap, Pasta Alfredo",530,2025-05-17,Samuel Tate,49,M,nathanieloneill@example.net,602,"South Ashley, Greenland"
872,872,Dinner,"Pho, Spring Rolls, Yogurt, Burrito",1186,2025-06-15,Yvonne Villanueva,35,M,ojackson@example.com,631,"New Juliestad, Somalia"
873,873,Snack,"Mutton Rogan Josh, Lassi",1015,2025-05-31,Christopher Price,30,M,vdixon@example.net,283,"Wilsonton, Pakistan"
874,874,Lunch,"Tandoori Chicken, Veg Sandwich, Fruit Salad, Aloo Paratha, Scrambled Egg",791,2025-05-18,Lisa Lewis,23,F,rodriguezscott@example.org,48,"Chadbury, Tokelau"
875,875,Dinner,"Boiled Egg, Lamb Chops, Aloo Paratha, Lemon Rice",754,2025-05-25,Marissa Snyder,29,F,zachary77@example.net,370,"Warrenburgh, Kazakhstan"
876,876,Lunch,"Manchurian, Beef Steak, Poha, Yogurt, Green Curry",1143,2025-05-27,Rebecca Fry,31,F,zayala@example.org,210,"Port Emilyview, Namibia"
877,877,Snack,"Sambar Rice, Buttermilk, Tom Yum Soup",130,2025-05-24,Mary Smith,20,M,adamwhitaker@example.org,789,"Anneport, Cook Islands"
878,878,Lunch,"Omelette, Tacos, Porridge, Pad Thai, Ramen",521,2025-05-26,Sarah Long,36,M,christopherdennis@example.org,337,"West Russellport, Saudi Arabia"
879,879,Breakfast,"Fruit Salad, Idli",1192,2025-05-24,Joseph Johnson,56,Other,stacy73@example.com,723,"Brooksland, Niue"
880,880,Lunch,"Muesli, Kadhi Pakora, Spring Rolls",951,2025-05-24,Eric Mahoney,49,F,alexander90@example.net,773,"Jessicaville, San Marino"
881,881,Dinner,"Pho, Fruit Salad, Chole Bhature",587,2025-05-29,Annette Norman,40,M,bradleyjames@example.com,3,"New Roberttown, Saint Vincent and the Grenadines"
882,882,Lunch,"Fish and Chips, Dal Tadka",918,2025-05-20,Peter Mcdonald,64,M,qevans@example.com,934,"West Vanessamouth, Liberia"
883,883,Breakfast,"Tandoori Chicken, Tempura, Paneer Butter Masala, Manchurian",416,2025-06-03,Colin Mcintyre,34,F,sheila89@example.com,844,"Weaverburgh, Turkmenistan"
884,884,Lunch,"Caesar Salad, Milkshake, Buttermilk, Idli, Spring Rolls",504,2025-06-10,Richard Meza,56,M,michelle98@example.org,961,"West Katherinehaven, Zambia"
885,885,Lunch,"French Fries, Lemon Rice, Tom Yum Soup, Fish and Chips, Omelette",170,2025-05-22,Sarah Smith,35,F,marissaandrade@example.net,676,"West Larry, Brazil"
886,886,Dinner,"Hakka Noodles, Chicken Wrap",152,2025-06-05,Nicole Mason,56,F,jacksoncynthia@example.org,314,"Morganmouth, Denmark"
887,887,Breakfast,"Rajma Chawal, Idli",767,2025-06-06,Suzanne Hensley,58,F,lawsonjulia@example.net,808,"South Kyle, Guinea-Bissau"
888,888,Snack,"Cereal, Milkshake, Tacos",436,2025-05-26,Gary Ramirez,47,F,daniel31@example.net,904,"New Charlotte, Iraq"
889,889,Snack,"Spring Rolls, Sushi, Biryani, Pho, Pizza",395,2025-05-28,Katherine Keller,39,Other,ucarpenter@example.net,543,"West Desireebury, Myanmar"
890,890,Lunch,"Hot Dog, Fried Rice",1075,2025-05-21,Andrew Adkins,48,M,howardjoseph@example.net,362,"Johnsonstad, Kyrgyz Republic"
891,891,Breakfast,"Tacos, Tempura, Hakka Noodles, Vada",1039,2025-06-04,Jonathan Knapp,18,F,thomasanthony@example.net,896,"Luisland, Syrian Arab Republic"
892,892,Lunch,"Paneer Butter Masala, Hakka Noodles, Burrito, Caesar Salad",968,2025-06-15,Mary Williams,41,M,mckinneyjeffrey@example.net,487,"Angelaland, Congo"
893,893,Breakfast,"Biryani, Pad Thai, Fish and Chips",764,2025-06-09,Tricia Garrett,18,M,hendrixbradley@example.net,931,"Ericafurt, Lao People's Democratic Republic"
894,894,Breakfast,"Porridge, Fried Rice",496,2025-05-23,Joshua Thompson,64,M,xbaker@example.net,552,"North Mariahaven, Belarus"
895,895,Lunch,"Omelette, Quesadilla, Lemon Rice, Manchurian",827,2025-05-29,Vanessa Morgan,66,M,cookraymond@example.com,42,"Brandtside, New Caledonia"
896,896,Lunch,"Sambar Rice, Poha, Mutton Rogan Josh, Beef Steak, Grilled Chicken",1045,2025-06-01,Mary Rodriguez,36,Other,erikahoward@example.net,646,"Smithchester, Tonga"
897,897,Snack,"Burger, Mac and Cheese, Pizza, Poha, Fruit Salad",248,2025-05-25,Julie Santiago,65,M,yhughes@example.com,716,"West Tiffany, Nepal"
898,898,Snack,"Mutton Rogan Josh, Boiled Egg",521,2025-06-14,Sara Zhang,45,F,ambermann@example.net,793,"East Ambertown, Ireland"
899,899,Dinner,"Mutton Rogan Josh, Hakka Noodles, Veg Sandwich",896,2025-06-12,Logan Sosa,67,Other,michael35@example.net,433,"Christinachester, Saint Lucia"
900,900,Dinner,"Coffee, Dal Tadka, Grilled Chicken, Smoothie Bowl, Tacos",1184,2025-05-30,Alicia Small,36,Other,xcampos@example.org,783,"Johnmouth, Czech Republic"
901,901,Snack,"Nachos, Burrito, Coffee, Hakka Noodles",230,2025-05-23,Thomas Roman,33,M,elizabeth31@example.org,849,"Port Daniel, Namibia"
902,902,Lunch,"Fried Rice, Manchurian",647,2025-06-08,Sarah Miller,51,F,dwaynethompson@example.org,348,"Collierstad, Chile"
903,903,Snack,"Sambar Rice, Lassi, Quesadilla",372,2025-06-01,Patrick Henderson,48,Other,vadkins@example.com,736,"Johnstad, Bermuda"
904,904,Lunch,"Caesar Salad, Idli, Lemon Rice, Veg Sandwich, Poha",893,2025-06-07,Devin Gates,54,Other,brandi88@example.net,586,"West James, Iceland"
905,905,Dinner,"Tom Yum Soup, Burger, Pho",567,2025-06-12,Joshua Li,59,Other,donaldatkinson@example.net,688,"Jamesville, Haiti"
906,906,Breakfast,"Lassi, Vada",1135,2025-06-15,Kyle Arnold,54,F,gentryjames@example.com,460,"West Stacey, Russian Federation"
907,907,Snack,"Hakka Noodles, Tandoori Chicken, Hot Dog, Muesli",119,2025-06-09,Frank Colon,45,Other,janetyang@example.org,211,"Port Katelynfort, Morocco"
908,908,Dinner,"Omelette, Green Tea",637,2025-05-23,Daniel Moore,19,F,riosamanda@example.net,849,"Port Daniel, Namibia"
909,909,Dinner,"Masala Dosa, Cereal, Green Tea, Protein Shake",252,2025-06-02,Judith Barton,19,Other,matthewmiller@example.net,450,"East Laurabury, Czech Republic"
910,910,Snack,"Bibimbap, Pho, Chole Bhature",540,2025-06-07,Tyler Bean,30,F,diazbrian@example.org,302,"Lake Robert, Austria"
911,911,Lunch,"Cereal, Fish and Chips",575,2025-05-22,Nicole Hall,35,Other,smithlaura@example.net,860,"Lake Ariana, Sudan"
912,912,Breakfast,"Fish and Chips, Rajma Chawal, Bibimbap, Sushi, Mac and Cheese",604,2025-06-15,Evan Baker,25,F,hallsamuel@example.net,545,"Hannahport, Poland"
913,913,Breakfast,"Quesadilla, Green Tea, Butter Naan, Paneer Butter Masala, Tandoori Chicken",1091,2025-05-25,Bethany Flores,46,F,sanchezsusan@example.com,233,"Grimesmouth, Mozambique"
914,914,Breakfast,"Upma, Omelette",728,2025-06-11,Mr. Fred Hall,36,F,tannertara@example.org,685,"Priceborough, Korea"
915,915,Dinner,"Upma, Pav Bhaji",166,2025-05-17,Willie Miller,67,F,kenneth57@example.net,847,"West Jennifer, Sri Lanka"
916,916,Breakfast,"Caesar Salad, Paneer Butter Masala, Tom Yum Soup, Vada, Quesadilla",133,2025-05-19,Jessica Wiley,47,Other,cantrellcory@example.com,924,"Port Jeffrey, Central African Republic"
917,917,Breakfast,"Porridge, Pasta Alfredo, Greek Salad",1172,2025-05-17,Dillon Warren,58,Other,juliehiggins@example.com,401,"Port Jennifermouth, Venezuela"
918,918,Lunch,"Hot Dog, Lassi, Nachos",431,2025-05-19,Brett Parker,28,Other,dmcdaniel@example.org,168,"Rogersfort, Montenegro"
919,919,Snack,"Boiled Egg, Masala Dosa",893,2025-05-19,Diana Edwards,56,M,hgonzalez@example.com,943,"Meganside, Madagascar"
920,920,Breakfast,"Lamb Chops, Upma",694,2025-05-19,Robert Jefferson,26,F,sjohnson@example.com,907,"Pennytown, Uruguay"
921,921,Dinner,"Buttermilk, Coffee",927,2025-06-07,Jonathan Ruiz,62,Other,fmorris@example.com,176,"Transtad, Heard Island and McDonald Islands"
922,922,Breakfast,"Burger, Aloo Paratha",317,2025-06-13,Haley Villarreal,51,M,maryhaynes@example.org,462,"Davidport, Congo"
923,923,Breakfast,"Masala Dosa, Hakka Noodles, Ramen, Green Curry",1115,2025-06-09,Lauren Young,40,M,haley30@example.com,34,"Meaganhaven, Trinidad and Tobago"
924,924,Dinner,"Nachos, Biryani, Mac and Cheese",881,2025-06-10,Jonathan Clay,38,M,zbrooks@example.net,403,"Hortonberg, United States Virgin Islands"
925,925,Lunch,"Upma, Butter Naan, Buttermilk, Masala Dosa",506,2025-06-09,David Pena,46,M,brenda50@example.net,50,"Sanchezfort, Saint Kitts and Nevis"
926,926,Lunch,"Lemon Rice, Sushi, Tom Yum Soup",304,2025-05-22,Melissa Roberts,20,F,brandonweber@example.net,209,"East Suzanneshire, Anguilla"
927,927,Lunch,"Hakka Noodles, Yogurt, Aloo Paratha",201,2025-05-28,Lynn Olson,50,M,gregory17@example.com,538,"Wilcoxhaven, China"
928,928,Dinner,"Fried Rice, Butter Naan, Nachos",1110,2025-05-18,David Richmond,66,M,jfreeman@example.org,630,"Patrickberg, Iceland"
929,929,Snack,"Pizza, Fried Rice, Green Curry, Cereal",853,2025-05-22,Autumn Chang,23,M,hmullen@example.net,499,"Lauratown, Israel"
930,930,Snack,"Nachos, Burger, Idli, Sushi, Quesadilla",979,2025-05-22,Christina Smith,68,F,amandadelacruz@example.org,206,"Hollyview, Portugal"
931,931,Lunch,"Green Tea, Lemon Rice",984,2025-05-30,Gary Levy,56,M,qmorales@example.com,826,"North Christina, Turks and Caicos Islands"
932,932,Lunch,"Sambar Rice, Tacos",602,2025-06-13,Mrs. Lindsey Rice,67,M,jennarice@example.net,182,"Tinaborough, Nepal"
933,933,Lunch,"Hakka Noodles, Lassi",1065,2025-05-27,Miss Stephanie Butler MD,30,F,linda53@example.com,245,"Courtneyfort, Hong Kong"
934,934,Lunch,"Tempura, Chicken Wrap, Spring Rolls, Smoothie Bowl, Pasta Alfredo",1032,2025-06-06,Michelle Johnson,46,F,andrewmack@example.com,921,"Matthewsstad, Christmas Island"
935,935,Lunch,"Scrambled Egg, Caesar Salad",719,2025-06-05,Melanie Sloan,27,Other,seancross@example.org,838,"Port Wendybury, Martinique"
936,936,Snack,"Muesli, Yogurt, Milkshake, Nachos",326,2025-05-26,Steven Peterson,51,Other,williamsamanda@example.com,220,"East Aprilfort, Isle of Man"
937,937,Dinner,"Cereal, Chole Bhature, Bibimbap",1148,2025-05-18,Mark Miller,50,M,kathrynblair@example.com,562,"Port Darlene, Cocos (Keeling) Islands"
938,938,Snack,"Fried Rice, Kadhi Pakora, French Fries, Omelette, Quesadilla",110,2025-05-23,Andrew Edwards,22,Other,jfields@example.net,5,"Lake Debra, Anguilla"
939,939,Snack,"Protein Shake, Palak Paneer, Burger, Greek Salad, Buttermilk",371,2025-05-23,Jesse Fox,20,F,rachel39@example.com,357,"Maldonadoshire, Kyrgyz Republic"
940,940,Snack,"Omelette, Hakka Noodles, Tempura, Pasta Alfredo",681,2025-06-01,Jesus Mendez,25,Other,jonesjoseph@example.org,354,"East Curtis, Saint Lucia"
941,941,Dinner,"Ramen, Spaghetti Bolognese, Pasta Alfredo, Lamb Chops",230,2025-05-26,Jeremy Lang,46,F,newtonjulie@example.com,859,"New Lucas, Antigua and Barbuda"
942,942,Snack,"Buttermilk, Manchurian, Rajma Chawal",583,2025-06-05,Marcus Moore,29,Other,michaelortiz@example.com,22,"Jasonfort, Turkey"
943,943,Lunch,"Grilled Chicken, Milkshake, Lamb Chops, Omelette",1064,2025-06-04,Heather Davis,52,F,qgutierrez@example.org,681,"New Greg, Venezuela"
944,944,Breakfast,"Coffee, Bibimbap, Palak Paneer, Mutton Rogan Josh, Lamb Chops",1195,2025-05-20,Marcia Roberts,18,Other,pjohnson@example.com,888,"New Bruce, Saudi Arabia"
945,945,Snack,"Fried Rice, Beef Steak",1195,2025-06-11,Michelle Velazquez,64,F,vgonzales@example.com,635,"West Angela, Liechtenstein"
946,946,Snack,"Spring Rolls, Vada, Hot Dog, Tom Yum Soup, Burrito",1016,2025-05-29,Sandy Cooper,42,M,ysmith@example.net,782,"New Lindachester, Togo"
947,947,Lunch,"Rajma Chawal, Butter Naan",1036,2025-05-23,Sharon Phillips,44,Other,navarrojoseph@example.net,177,"Michaelmouth, Jamaica"
948,948,Lunch,"Masala Dosa, Lemon Rice, Kadhi Pakora, Grilled Chicken",1051,2025-05-18,Steven Scott,45,M,pward@example.com,779,"East Joycetown, Uganda"
949,949,Snack,"Pav Bhaji, Quesadilla, Lemon Rice, Mac and Cheese, Dal Tadka",107,2025-05-31,Catherine Day,25,F,nguyenzachary@example.org,489,"East Theresafurt, Sweden"
950,950,Snack,"Pizza, Lamb Chops, Boiled Egg",305,2025-05-20,Anne Boyd,34,M,rebecca75@example.net,554,"Wilsonborough, Mali"
951,951,Lunch,"Lemon Rice, Upma, Manchurian, Burger",968,2025-06-08,Michael Sullivan,63,Other,nsmith@example.net,707,"New Dannyside, Mexico"
952,952,Lunch,"Cereal, Chicken Curry, Veg Sandwich, Upma",1083,2025-05-23,Kevin Welch,53,M,mmills@example.com,755,"Port Rachaelbury, Oman"
953,953,Breakfast,"Chicken Curry, Pav Bhaji, Spring Rolls, Hakka Noodles, Pasta Alfredo",430,2025-05-22,Jennifer Harvey,42,Other,meganlewis@example.com,854,"Grantside, Pakistan"
954,954,Dinner,"Kadhi Pakora, Veg Sandwich",1065,2025-05-29,Mark Smith,50,Other,olowery@example.net,585,"Grantberg, Isle of Man"
955,955,Breakfast,"French Fries, Beef Steak",993,2025-05-19,Mr. Matthew Clements DDS,60,F,kylewest@example.org,451,"Johnsonside, Somalia"
956,956,Snack,"Green Curry, Cereal",199,2025-06-13,Daniel Edwards,68,M,loganjesse@example.com,574,"East Williamport, Cuba"
957,957,Lunch,"Sushi, Beef Steak",237,2025-06-11,Andrew Humphrey,46,F,qmcguire@example.net,623,"New Samanthabury, Mongolia"
958,958,Lunch,"Tandoori Chicken, Pad Thai, Greek Salad",847,2025-05-19,Christina Johnson,47,M,tharper@example.com,353,"Port Michael, Brazil"
959,959,Breakfast,"Palak Paneer, Ramen",136,2025-05-24,Elizabeth Morrison,36,Other,john52@example.com,273,"Coffeyport, Western Sahara"
960,960,Snack,"Nachos, Pasta Alfredo, Vada, Green Tea, Spring Rolls",145,2025-06-10,Robert Johnson,40,M,vpittman@example.net,59,"East Richard, Bermuda"
961,961,Dinner,"Spring Rolls, Fish and Chips",580,2025-06-09,Elizabeth Ochoa,64,Other,melvin41@example.net,829,"South James, Hungary"
962,962,Dinner,"Tempura, Sambar Rice, Boiled Egg, Coffee, Caesar Salad",862,2025-06-02,Louis Smith,27,F,bjohnson@example.com,471,"Perrymouth, Cayman Islands"
963,963,Breakfast,"French Fries, Lassi, Chicken Curry",450,2025-06-06,Paul Phillips,31,F,williamnewton@example.com,609,"North Jasmine, Tajikistan"
964,964,Lunch,"French Fries, Fried Rice, Chole Bhature",286,2025-05-30,David Dennis,65,F,smcintyre@example.org,862,"Toniburgh, Dominica"
965,965,Snack,"Green Tea, Pad Thai, Manchurian",648,2025-06-04,Brittany Mendoza,39,Other,yfernandez@example.org,826,"North Christina, Turks and Caicos Islands"
966,966,Snack,"Pasta Alfredo, Mutton Rogan Josh, Sambar Rice, Nachos",946,2025-06-04,Michael King,30,M,leegeorge@example.net,187,"Taylormouth, Montserrat"
967,967,Breakfast,"Veg Sandwich, Green Curry",688,2025-06-08,John Cox,50,Other,cmann@example.org,569,"Reedview, Egypt"
968,968,Dinner,"Protein Shake, Hakka Noodles",1118,2025-06-15,Kathy Fuller,51,M,rstevens@example.net,931,"Ericafurt, Lao People's Democratic Republic"
969,969,Snack,"Lamb Chops, Nachos, Mac and Cheese, Tempura",1063,2025-06-01,Julie Francis,31,F,beckcarolyn@example.org,134,"North Robert, Cape Verde"
970,970,Snack,"Lamb Chops, Muesli, Pho",969,2025-05-20,Laura Daniels,63,M,dgarza@example.org,478,"Port Mark, Egypt"
971,971,Dinner,"Lamb Chops, Lassi",847,2025-06-09,Mike Johnson,42,Other,zrose@example.net,679,"West Bradleyville, Ghana"
972,972,Snack,"Idli, Tandoori Chicken, Quesadilla, Spring Rolls",243,2025-06-15,David Silva,53,M,christophercarson@example.com,782,"New Lindachester, Togo"
973,973,Dinner,"Fried Rice, Green Tea, Tandoori Chicken, French Fries, Milkshake",728,2025-06-02,John Thomas,28,M,garciajeremy@example.net,450,"East Laurabury, Czech Republic"
974,974,Dinner,"Smoothie Bowl, Sushi, Beef Steak",848,2025-06-14,Raymond Simon,69,Other,elizabethbrown@example.org,715,"New Michaelview, Costa Rica"
975,975,Lunch,"Hakka Noodles, Hot Dog, Tempura",116,2025-06-08,Anthony Banks,21,F,tami50@example.net,821,"Davidmouth, Switzerland"
976,976,Breakfast,"Pav Bhaji, Hot Dog, Greek Salad, Rajma Chawal, Lassi",776,2025-06-08,Shawn Macdonald,26,M,jessica14@example.net,160,"Stanleyland, Guatemala"
977,977,Breakfast,"Hot Dog, Pav Bhaji, Butter Naan, Biryani",481,2025-06-09,Cody Hunt,61,F,christyrivera@example.net,325,"Audreychester, Brazil"
978,978,Dinner,"Biryani, French Fries, Paneer Butter Masala, Tacos, Boiled Egg",694,2025-06-04,Maria Wilson,31,F,sullivanandrew@example.net,13,"Port Keith, Aruba"
979,979,Snack,"Cereal, Butter Naan, Pizza, Hakka Noodles",629,2025-05-20,Jessica Higgins,51,F,dawnliu@example.org,244,"Port Markside, Pakistan"
980,980,Dinner,"Green Tea, Boiled Egg, Protein Shake",615,2025-05-21,Emily English,46,F,annmartin@example.com,845,"North Brianbury, Liechtenstein"
981,981,Snack,"Caesar Salad, Kadhi Pakora, Green Tea",271,2025-06-12,Wesley Singh,64,F,qwilkerson@example.net,326,"New Sarahview, Tanzania"
982,982,Dinner,"Nachos, Burrito",1072,2025-06-05,Andrew Garcia,23,M,sheenadavis@example.com,285,"New Derek, Bhutan"
983,983,Dinner,"Hot Dog, Tempura, Tacos, Grilled Chicken",1028,2025-05-22,Jessica Archer,64,Other,virginia80@example.org,820,"North Rebecca, Sudan"
984,984,Dinner,"Spaghetti Bolognese, Pad Thai, Hakka Noodles, Spring Rolls",208,2025-05-24,Nancy Johnson,70,Other,mfletcher@example.org,717,"Ashleyhaven, French Guiana"
985,985,Snack,"Sambar Rice, Cereal, Grilled Chicken",105,2025-06-12,Kaitlin Watts,35,Other,tking@example.org,606,"Lake Amy, Chile"
986,986,Breakfast,"Lassi, Caesar Salad, Grilled Chicken",883,2025-05-20,Christina Hamilton,20,Other,blong@example.com,364,"Fordside, Nicaragua"
987,987,Breakfast,"Dal Tadka, Hakka Noodles, Tempura, Chicken Wrap",189,2025-06-03,Alexis Hull,60,Other,stephanie43@example.com,109,"Williamchester, Saint Helena"
988,988,Dinner,"Green Tea, Smoothie Bowl, Milkshake, Poha",788,2025-06-08,Marilyn Gray,24,M,brianroberson@example.org,813,"Bondside, Antarctica (the territory South of 60 deg S)"
989,989,Breakfast,"Coffee, Chicken Curry",396,2025-05-25,Michelle Garcia,29,M,vbell@example.org,122,"Port Michelleville, Cameroon"
990,990,Lunch,"Tandoori Chicken, Chicken Wrap, Nachos",134,2025-05-17,Heidi Foster,33,M,joanna61@example.net,144,"Vargastown, United States of America"
991,991,Breakfast,"Buttermilk, Poha, Lassi, Green Tea",337,2025-05-28,Julie Shelton,23,F,flemingcrystal@example.org,719,"West Michelleberg, Uruguay"
992,992,Breakfast,"Mutton Rogan Josh, Tom Yum Soup",667,2025-06-06,Tracy Palmer,46,Other,meganblackwell@example.org,357,"Maldonadoshire, Kyrgyz Republic"
993,993,Lunch,"Ramen, Biryani, Fruit Salad, Tom Yum Soup",372,2025-06-12,Sonya Taylor,38,F,valdezvanessa@example.com,431,"Kirkchester, Greece"
994,994,Lunch,"Coffee, Lamb Chops, Tempura, Dal Tadka",908,2025-06-03,Michael Bryant,18,Other,karl85@example.net,818,"Samanthaland, Myanmar"
995,995,Snack,"Greek Salad, Fruit Salad",1195,2025-05-19,Barbara Goodman,22,M,jonesdanielle@example.com,972,"New Virginiaville, Sierra Leone"
